# BTC/ETH daily — sanity-check fixture (NOT canonical)
# source: CoinMetrics community data (PriceUSD, close-only reference rate)
# OHLC are degenerate: open=high=low=close=PriceUSD, volume=0
#   => Donchian here is Donchian-on-CLOSE, not high/low. Sanity only.
# canonical OHLCV = Binance via ccxt (CcxtLoader), V2-T validation.
# range: 2019-01-01..2024-12-31  built by build_fixture.py
date,open,high,low,close,volume
2019-01-01,3808.11783167738,3808.11783167738,3808.11783167738,3808.11783167738,0
2019-01-02,3898.1974880187,3898.1974880187,3898.1974880187,3898.1974880187,0
2019-01-03,3784.38863471654,3784.38863471654,3784.38863471654,3784.38863471654,0
2019-01-04,3827.52459438925,3827.52459438925,3827.52459438925,3827.52459438925,0
2019-01-05,3798.61395499708,3798.61395499708,3798.61395499708,3798.61395499708,0
2019-01-06,4045.99377498539,4045.99377498539,4045.99377498539,4045.99377498539,0
2019-01-07,4001.01827819988,4001.01827819988,4001.01827819988,4001.01827819988,0
2019-01-08,3992.6227893045,3992.6227893045,3992.6227893045,3992.6227893045,0
2019-01-09,4004.25903565167,4004.25903565167,4004.25903565167,4004.25903565167,0
2019-01-10,3627.90345002922,3627.90345002922,3627.90345002922,3627.90345002922,0
2019-01-11,3624.16142109877,3624.16142109877,3624.16142109877,3624.16142109877,0
2019-01-12,3617.02207831677,3617.02207831677,3617.02207831677,3617.02207831677,0
2019-01-13,3508.6701081239,3508.6701081239,3508.6701081239,3508.6701081239,0
2019-01-14,3666.94519374635,3666.94519374635,3666.94519374635,3666.94519374635,0
2019-01-15,3581.29301548802,3581.29301548802,3581.29301548802,3581.29301548802,0
2019-01-16,3606.98657568673,3606.98657568673,3606.98657568673,3606.98657568673,0
2019-01-17,3640.12913062536,3640.12913062536,3640.12913062536,3640.12913062536,0
2019-01-18,3609.42673611923,3609.42673611923,3609.42673611923,3609.42673611923,0
2019-01-19,3687.30196113384,3687.30196113384,3687.30196113384,3687.30196113384,0
2019-01-20,3538.31372296903,3538.31372296903,3538.31372296903,3538.31372296903,0
2019-01-21,3535.623393045,3535.623393045,3535.623393045,3535.623393045,0
2019-01-22,3577.30834979544,3577.30834979544,3577.30834979544,3577.30834979544,0
2019-01-23,3551.89382115722,3551.89382115722,3551.89382115722,3551.89382115722,0
2019-01-24,3567.58893366452,3567.58893366452,3567.58893366452,3567.58893366452,0
2019-01-25,3561.35049795441,3561.35049795441,3561.35049795441,3561.35049795441,0
2019-01-26,3557.03991525424,3557.03991525424,3557.03991525424,3557.03991525424,0
2019-01-27,3537.61413062536,3537.61413062536,3537.61413062536,3537.61413062536,0
2019-01-28,3435.05251402689,3435.05251402689,3435.05251402689,3435.05251402689,0
2019-01-29,3395.82376329632,3395.82376329632,3395.82376329632,3395.82376329632,0
2019-01-30,3437.89586616014,3437.89586616014,3437.89586616014,3437.89586616014,0
2019-01-31,3410.13161601403,3410.13161601403,3410.13161601403,3410.13161601403,0
2019-02-01,3445.04989129164,3445.04989129164,3445.04989129164,3445.04989129164,0
2019-02-02,3461.93511747516,3461.93511747516,3461.93511747516,3461.93511747516,0
2019-02-03,3413.02161630625,3413.02161630625,3413.02161630625,3413.02161630625,0
2019-02-04,3411.38796171829,3411.38796171829,3411.38796171829,3411.38796171829,0
2019-02-05,3426.46501139684,3426.46501139684,3426.46501139684,3426.46501139684,0
2019-02-06,3367.50636499123,3367.50636499123,3367.50636499123,3367.50636499123,0
2019-02-07,3358.87359906487,3358.87359906487,3358.87359906487,3358.87359906487,0
2019-02-08,3612.47961922852,3612.47961922852,3612.47961922852,3612.47961922852,0
2019-02-09,3621.26812098188,3621.26812098188,3621.26812098188,3621.26812098188,0
2019-02-10,3642.0223591467,3642.0223591467,3642.0223591467,3642.0223591467,0
2019-02-11,3590.6184836353,3590.6184836353,3590.6184836353,3590.6184836353,0
2019-02-12,3587.90246580947,3587.90246580947,3587.90246580947,3587.90246580947,0
2019-02-13,3576.08537258913,3576.08537258913,3576.08537258913,3576.08537258913,0
2019-02-14,3561.91638340152,3561.91638340152,3561.91638340152,3561.91638340152,0
2019-02-15,3565.00692372881,3565.00692372881,3565.00692372881,3565.00692372881,0
2019-02-16,3584.73600263004,3584.73600263004,3584.73600263004,3584.73600263004,0
2019-02-17,3622.7574289889,3622.7574289889,3622.7574289889,3622.7574289889,0
2019-02-18,3866.12921712449,3866.12921712449,3866.12921712449,3866.12921712449,0
2019-02-19,3895.43521098773,3895.43521098773,3895.43521098773,3895.43521098773,0
2019-02-20,3931.61382904734,3931.61382904734,3931.61382904734,3931.61382904734,0
2019-02-21,3892.26179427236,3892.26179427236,3892.26179427236,3892.26179427236,0
2019-02-22,3948.30051052016,3948.30051052016,3948.30051052016,3948.30051052016,0
2019-02-23,4110.15112127411,4110.15112127411,4110.15112127411,4110.15112127411,0
2019-02-24,3754.18378988895,3754.18378988895,3754.18378988895,3754.18378988895,0
2019-02-25,3822.01869666861,3822.01869666861,3822.01869666861,3822.01869666861,0
2019-02-26,3796.17506838106,3796.17506838106,3796.17506838106,3796.17506838106,0
2019-02-27,3799.3819924021,3799.3819924021,3799.3819924021,3799.3819924021,0
2019-02-28,3792.94772296902,3792.94772296902,3792.94772296902,3792.94772296902,0
2019-03-01,3810.63269257744,3810.63269257744,3810.63269257744,3810.63269257744,0
2019-03-02,3809.64339099942,3809.64339099942,3809.64339099942,3809.64339099942,0
2019-03-03,3782.38187025132,3782.38187025132,3782.38187025132,3782.38187025132,0
2019-03-04,3698.16185505552,3698.16185505552,3698.16185505552,3698.16185505552,0
2019-03-05,3840.1280490941,3840.1280490941,3840.1280490941,3840.1280490941,0
2019-03-06,3851.99842548218,3851.99842548218,3851.99842548218,3851.99842548218,0
2019-03-07,3855.92316832262,3855.92316832262,3855.92316832262,3855.92316832262,0
2019-03-08,3839.23355289304,3839.23355289304,3839.23355289304,3839.23355289304,0
2019-03-09,3910.36116656926,3910.36116656926,3910.36116656926,3910.36116656926,0
2019-03-10,3903.9119509059,3903.9119509059,3903.9119509059,3903.9119509059,0
2019-03-11,3851.56892168323,3851.56892168323,3851.56892168323,3851.56892168323,0
2019-03-12,3858.91482378726,3858.91482378726,3858.91482378726,3858.91482378726,0
2019-03-13,3851.95746639392,3851.95746639392,3851.95746639392,3851.95746639392,0
2019-03-14,3853.78326504968,3853.78326504968,3853.78326504968,3853.78326504968,0
2019-03-15,3901.91420689655,3901.91420689655,3901.91420689655,3901.91420689655,0
2019-03-16,3989.79607685564,3989.79607685564,3989.79607685564,3989.79607685564,0
2019-03-17,3967.14349444769,3967.14349444769,3967.14349444769,3967.14349444769,0
2019-03-18,3969.44014582116,3969.44014582116,3969.44014582116,3969.44014582116,0
2019-03-19,3996.16790356517,3996.16790356517,3996.16790356517,3996.16790356517,0
2019-03-20,4030.65527586207,4030.65527586207,4030.65527586207,4030.65527586207,0
2019-03-21,3976.27385008767,3976.27385008767,3976.27385008767,3976.27385008767,0
2019-03-22,3983.88764582116,3983.88764582116,3983.88764582116,3983.88764582116,0
2019-03-23,3981.77603302163,3981.77603302163,3981.77603302163,3981.77603302163,0
2019-03-24,3970.6669880187,3970.6669880187,3970.6669880187,3970.6669880187,0
